"Trx#","Date","Category","ItemName","Price","Order","Discount","TotalAmount","Type","Pcf","Classification"
"14685","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","San Mig Pale","-","3","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","Red Horse","-","3","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","San Mig Pale","-","4","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","Red Horse","-","2","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","San Mig Pale","-","3","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","Red Horse","-","3","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","Red Horse","-","2","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","CustomBeers","San Mig Pale","-","4","-","-","Credits","Apr-25","Liquors & Beers"
"22344","04/26/25","Beers and Spirits","Red Horse","70","2","-","140","Actual Sales","Apr-25","Liquors & Beers"
"14698","04/26/25","Beers and Spirits","Red Horse","70","2","-","140","Actual Sales","Apr-25","Liquors & Beers"
"33413","04/26/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Light","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"33415","04/26/25","CustomBeers","San Mig Light","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22365","04/27/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22365","04/27/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Soju Orig","250","2","-","500","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"71","04/28/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","Beers and Spirits","Soju Orig","250","1","-","250","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"52","04/28/25","CustomBeers","San Mig Light","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Emperador Lights","300","1","-","300","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"53","04/28/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"59","04/29/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"59","04/29/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"59","04/29/25","CustomBeers","San Mig Light","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"59","04/29/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"59","04/29/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"90","04/29/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"90","04/29/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23490","04/29/25","Beers and Spirits","Bucket","380","1","-","380","Payments","Apr-25","Liquors & Beers"
"23490","04/29/25","Beers and Spirits","San Mig Pale","70","2","-","140","Payments","Apr-25","Liquors & Beers"
"23490","04/29/25","CustomBeers","San Mig Pale","-","6","-","-","Payments","Apr-25","Liquors & Beers"
"18350","04/29/25","Beers and Spirits","Bucket","380","1","-","380","Payments","Apr-25","Liquors & Beers"
"18350","04/29/25","CustomBeers","San Mig Pale","-","6","-","-","Payments","Apr-25","Liquors & Beers"
"33557","05/01/25","Beers and Spirits","Black Label 1L","2","1","-","2","Actual Sales","Apr-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"33558","05/02/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"1774","05/03/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"14","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"14","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"14","05/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"14","05/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"35","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"35","05/04/25","Beers and Spirits","Emperador Lights","300","1","-","300","Actual Sales","May-25","Liquors & Beers"
"35","05/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"36","05/04/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"12","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"12","05/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"12","05/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"12","05/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","May-25","Liquors & Beers"
"15","05/06/25","Beers and Spirits","Emperador Lights","300","1","-","300","Actual Sales","May-25","Liquors & Beers"
"15","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Apple","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Apple","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Apple","-","1","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Apple","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
"1852","05/06/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","May-25","Liquors & Beers"
